WellName,SampleDate,Variable,Result
P23,01/05/2012,Tétrachloroéthylène (PCE),9.1
P23,01/05/2012,TCE+PCE,32.1
P23,28/10/2011,Chlorure de vinyle,"<0,5"
P23,28/10/2011,"1,1-dichloroéthylène",<2
P23,28/10/2011,Dichlorométhane,<5
P23,28/10/2011,"Cis-1,2 Dichloroéthylène*",23.8
P23,28/10/2011,Chloroforme,<2
P23,28/10/2011,"1,1,1, Trichloroéthane",7.8
P23,28/10/2011,"1,1-dichloroéthane",<2
P23,28/10/2011,"Trans-1,2 Dichloroéthylène*",<2
P23,28/10/2011,"1,2-dichloroéthane",<1
P23,28/10/2011,"1,1,2, Trichloroéthane",<5
P23,28/10/2011,Bromochlorométhane,<5
P23,28/10/2011,Dibromométhane,<5
P23,28/10/2011,Bromodichlorométhane,<5
P23,28/10/2011,Dibromochlorométhane,<2
P23,28/10/2011,"1,2-dibromoéthane",<1
P23,28/10/2011,Bromoforme,<5
P23,28/10/2011,Tétrachlorure de carbone,<1
P23,28/10/2011,Trichloroéthylène (TCE),31.8
P23,28/10/2011,Tétrachloroéthylène (PCE),7.3
P23,28/10/2011,TCE+PCE,39.1
P23,15/04/2011,Chlorure de vinyle,"<0,5"
P23,15/04/2011,"1,1-dichloroéthylène",<2
P23,15/04/2011,Dichlorométhane,<5
P23,15/04/2011,"Cis-1,2 Dichloroéthylène*",10.2
P23,15/04/2011,Chloroforme,<2
P23,15/04/2011,"1,1,1, Trichloroéthane",3.4
P23,15/04/2011,"1,1-dichloroéthane",<2
P23,15/04/2011,"Trans-1,2 Dichloroéthylène*",<2
P23,15/04/2011,"1,2-dichloroéthane",<1
P23,15/04/2011,"1,1,2, Trichloroéthane",<5
P23,15/04/2011,Bromochlorométhane,<5
P23,15/04/2011,Dibromométhane,<5
P23,15/04/2011,Bromodichlorométhane,<5
P23,15/04/2011,Dibromochlorométhane,<2
P23,15/04/2011,"1,2-dibromoéthane",<1
P23,15/04/2011,Bromoforme,<5
P23,15/04/2011,Tétrachlorure de carbone,<1
P23,15/04/2011,Trichloroéthylène (TCE),24.7
P23,15/04/2011,Tétrachloroéthylène (PCE),3.5
P23,15/04/2011,TCE+PCE,18.2
P23,28/10/2010,Chlorure de vinyle,"<0,5"
P23,28/10/2010,"1,1-dichloroéthylène",<2
P23,28/10/2010,Dichlorométhane,<5
P23,28/10/2010,"Cis-1,2 Dichloroéthylène*",19.5
P23,28/10/2010,Chloroforme,<2
P23,28/10/2010,"1,1,1, Trichloroéthane",2.9
P23,28/10/2010,"1,1-dichloroéthane",<2
P23,28/10/2010,"Trans-1,2 Dichloroéthylène*",<2
P23,28/10/2010,"1,2-dichloroéthane",<1
P23,28/10/2010,"1,1,2, Trichloroéthane",<5
P23,28/10/2010,Bromochlorométhane,<5
P23,28/10/2010,Dibromométhane,<5
P23,28/10/2010,Bromodichlorométhane,<5
P23,28/10/2010,Dibromochlorométhane,<2
P23,28/10/2010,"1,2-dibromoéthane",<1
P23,28/10/2010,Bromoforme,<5
P23,28/10/2010,Tétrachlorure de carbone,<1
P23,28/10/2010,Trichloroéthylène (TCE),55.5
P23,28/10/2010,Tétrachloroéthylène (PCE),7.2
P23,28/10/2010,TCE+PCE,62.7
P23,15/04/2010,Chlorure de vinyle,"<0,5"
P23,15/04/2010,"1,1-dichloroéthylène",<2
P23,15/04/2010,Dichlorométhane,<5
P23,15/04/2010,"Cis-1,2 Dichloroéthylène*",25.3
P23,15/04/2010,Chloroforme,<2
P23,15/04/2010,"1,1,1, Trichloroéthane",4.9
P23,15/04/2010,"1,1-dichloroéthane",<2
P23,15/04/2010,"Trans-1,2 Dichloroéthylène*",<2
P23,15/04/2010,"1,2-dichloroéthane",<1
P23,15/04/2010,"1,1,2, Trichloroéthane",<5
P23,15/04/2010,Bromochlorométhane,<5
P23,15/04/2010,Dibromométhane,<5
P23,15/04/2010,Bromodichlorométhane,<5
P23,15/04/2010,Dibromochlorométhane,<2
P23,15/04/2010,"1,2-dibromoéthane",<1
P23,15/04/2010,Bromoforme,<5
P23,15/04/2010,Tétrachlorure de carbone,<1
P23,15/04/2010,Trichloroéthylène (TCE),61.8
P23,15/04/2010,Tétrachloroéthylène (PCE),6.6
P23,15/04/2010,TCE+PCE,68.4
P23,28/10/2009,Chlorure de vinyle,"<0,5"
P23,28/10/2009,"1,1-dichloroéthylène",<2
P23,28/10/2009,Dichlorométhane,<5
P23,28/10/2009,"Cis-1,2 Dichloroéthylène*",17.9
P23,28/10/2009,Chloroforme,<2
P23,28/10/2009,"1,1,1, Trichloroéthane",2.9
P23,28/10/2009,"1,1-dichloroéthane",<2
P23,28/10/2009,"Trans-1,2 Dichloroéthylène*",<2
P23,28/10/2009,"1,2-dichloroéthane",<1
P23,28/10/2009,"1,1,2, Trichloroéthane",<5
P23,28/10/2009,Bromochlorométhane,<5
P23,28/10/2009,Dibromométhane,<5
P23,28/10/2009,Bromodichlorométhane,<5
P23,28/10/2009,Dibromochlorométhane,<2
P23,28/10/2009,"1,2-dibromoéthane",<1
P23,28/10/2009,Bromoforme,<5
P23,28/10/2009,Tétrachlorure de carbone,<1
P23,28/10/2009,Trichloroéthylène (TCE),58.2
P23,28/10/2009,Tétrachloroéthylène (PCE),5.4
P23,28/10/2009,TCE+PCE,63.6
P23,15/05/2009,Chlorure de vinyle,"<0,5"
P23,15/05/2009,"1,1-dichloroéthylène",<2
P23,15/05/2009,Dichlorométhane,<5
P23,15/05/2009,"Cis-1,2 Dichloroéthylène*",28.9
P23,15/05/2009,Chloroforme,<2
P23,15/05/2009,"1,1,1, Trichloroéthane",<2
P23,15/05/2009,"1,1-dichloroéthane",<2
P23,15/05/2009,"Trans-1,2 Dichloroéthylène*",<2
P23,15/05/2009,"1,2-dichloroéthane",<1
P23,15/05/2009,"1,1,2, Trichloroéthane",<5
P23,15/05/2009,Bromochlorométhane,<5
P23,15/05/2009,Dibromométhane,<5
P23,15/05/2009,Bromodichlorométhane,<5
P23,15/05/2009,Dibromochlorométhane,<2
P23,15/05/2009,"1,2-dibromoéthane",<1
P23,15/05/2009,Bromoforme,<5
P23,15/05/2009,Tétrachlorure de carbone,<1
P23,15/05/2009,Trichloroéthylène (TCE),104
P23,15/05/2009,Tétrachloroéthylène (PCE),7
P23,15/05/2009,TCE+PCE,111
P23,13/10/2008,Chlorure de vinyle,"<0,5"
P23,13/10/2008,"1,1-dichloroéthylène",<2
P23,13/10/2008,Dichlorométhane,<5
P23,13/10/2008,"Cis-1,2 Dichloroéthylène*",121
P23,13/10/2008,Chloroforme,<2
P23,13/10/2008,"1,1,1, Trichloroéthane",10.3
P23,13/10/2008,"1,1-dichloroéthane",<2
P23,13/10/2008,"Trans-1,2 Dichloroéthylène*",<2
P23,13/10/2008,"1,2-dichloroéthane",<1
P23,13/10/2008,"1,1,2, Trichloroéthane",<5
P23,13/10/2008,Bromochlorométhane,<5
P23,13/10/2008,Dibromométhane,<5
P23,13/10/2008,Bromodichlorométhane,<5
P23,13/10/2008,Dibromochlorométhane,<2
P23,13/10/2008,"1,2-dibromoéthane",<1
P23,13/10/2008,Bromoforme,<5
P23,13/10/2008,Tétrachlorure de carbone,<1
P23,13/10/2008,Trichloroéthylène (TCE),102
P23,13/10/2008,Tétrachloroéthylène (PCE),25.8
P23,13/10/2008,TCE+PCE,127.8
P23,01/04/2008,Chlorure de vinyle,"<0,5"
P23,01/04/2008,"1,1-dichloroéthylène",<2
P23,01/04/2008,Dichlorométhane,<5
P23,01/04/2008,"Cis-1,2 Dichloroéthylène*",131
P23,01/04/2008,Chloroforme,<2
P23,01/04/2008,"1,1,1, Trichloroéthane",5.2
P23,01/04/2008,"1,1-dichloroéthane",<2
P23,01/04/2008,"Trans-1,2 Dichloroéthylène*",<2
P23,01/04/2008,"1,2-dichloroéthane",<1
P23,01/04/2008,"1,1,2, Trichloroéthane",<5
P23,01/04/2008,Bromochlorométhane,<5
P23,01/04/2008,Dibromométhane,<5
P23,01/04/2008,Bromodichlorométhane,<5
P23,01/04/2008,Dibromochlorométhane,<2
P23,01/04/2008,"1,2-dibromoéthane",<1
P23,01/04/2008,Bromoforme,<5
P23,01/04/2008,Tétrachlorure de carbone,<1
P23,01/04/2008,Trichloroéthylène (TCE),235
P23,01/04/2008,Tétrachloroéthylène (PCE),12.1
P23,01/04/2008,TCE+PCE,247.1
P23,01/07/2007,Chlorure de vinyle,"<0,5"
P23,01/07/2007,"1,1-dichloroéthylène","<0,5"
P23,01/07/2007,Dichlorométhane,"<0,5"
P23,01/07/2007,"Cis-1,2 Dichloroéthylène*",110
P23,01/07/2007,Chloroforme,"<0,5"
P23,01/07/2007,"1,1,1, Trichloroéthane",2.4
P23,01/07/2007,"1,1-dichloroéthane",
P23,01/07/2007,"Trans-1,2 Dichloroéthylène*",
P23,01/07/2007,"1,2-dichloroéthane",
P23,01/07/2007,"1,1,2, Trichloroéthane",
P23,01/07/2007,Bromochlorométhane,
P23,01/07/2007,Dibromométhane,
P23,01/07/2007,Bromodichlorométhane,
P23,01/07/2007,Dibromochlorométhane,
P23,01/07/2007,"1,2-dibromoéthane",
P23,01/07/2007,Bromoforme,
P23,01/07/2007,Tétrachlorure de carbone,"<0,5"
P23,01/07/2007,Trichloroéthylène (TCE),290
P23,01/07/2007,Tétrachloroéthylène (PCE),4.9
P23,01/07/2007,TCE+PCE,294.9
P23,01/12/2006,Chlorure de vinyle,"<0,5"
P23,01/12/2006,"1,1-dichloroéthylène",
P23,01/12/2006,Dichlorométhane,1
P23,01/12/2006,"Cis-1,2 Dichloroéthylène*",280
P23,01/12/2006,Chloroforme,"<0,5"
P23,01/12/2006,"1,1,1, Trichloroéthane",7.8
P23,01/12/2006,"1,1-dichloroéthane",
P23,01/12/2006,"Trans-1,2 Dichloroéthylène*",
P23,01/12/2006,"1,2-dichloroéthane",
P23,01/12/2006,"1,1,2, Trichloroéthane",
P23,01/12/2006,Bromochlorométhane,
P23,01/12/2006,Dibromométhane,
P23,01/12/2006,Bromodichlorométhane,
P23,01/12/2006,Dibromochlorométhane,
P23,01/12/2006,"1,2-dibromoéthane",
P23,01/12/2006,Bromoforme,
P23,01/12/2006,Tétrachlorure de carbone,"<0,5"
P23,01/12/2006,Trichloroéthylène (TCE),570
P23,01/12/2006,Tétrachloroéthylène (PCE),6.1
P23,01/12/2006,TCE+PCE,576.1
P23,01/06/2006,Chlorure de vinyle,"<0,5"
P23,01/06/2006,"1,1-dichloroéthylène",
P23,01/06/2006,Dichlorométhane,"<0,5"
P23,01/06/2006,"Cis-1,2 Dichloroéthylène*",120
P23,01/06/2006,Chloroforme,"<0,5"
P23,01/06/2006,"1,1,1, Trichloroéthane",8.1
P23,01/06/2006,"1,1-dichloroéthane",
P23,01/06/2006,"Trans-1,2 Dichloroéthylène*",
P23,01/06/2006,"1,2-dichloroéthane",
P23,01/06/2006,"1,1,2, Trichloroéthane",
P23,01/06/2006,Bromochlorométhane,
P23,01/06/2006,Dibromométhane,
P23,01/06/2006,Bromodichlorométhane,
P23,01/06/2006,Dibromochlorométhane,
P23,01/06/2006,"1,2-dibromoéthane",
P23,01/06/2006,Bromoforme,
P23,01/06/2006,Tétrachlorure de carbone,"<0,5"
P23,01/06/2006,Trichloroéthylène (TCE),330
P23,01/06/2006,Tétrachloroéthylène (PCE),6.6
P23,01/06/2006,TCE+PCE,336.6
P23,01/12/2005,Chlorure de vinyle,*
P23,01/12/2005,"1,1-dichloroéthylène",
P23,01/12/2005,Dichlorométhane,*
P23,01/12/2005,"Cis-1,2 Dichloroéthylène*",*
P23,01/12/2005,Chloroforme,*
P23,01/12/2005,"1,1,1, Trichloroéthane",*
P23,01/12/2005,"1,1-dichloroéthane",
P23,01/12/2005,"Trans-1,2 Dichloroéthylène*",
P23,01/12/2005,"1,2-dichloroéthane",
P23,01/12/2005,"1,1,2, Trichloroéthane",
P23,01/12/2005,Bromochlorométhane,
P23,01/12/2005,Dibromométhane,
P23,01/12/2005,Bromodichlorométhane,
P23,01/12/2005,Dibromochlorométhane,
P23,01/12/2005,"1,2-dibromoéthane",
P23,01/12/2005,Bromoforme,
P23,01/12/2005,Tétrachlorure de carbone,*
P23,01/12/2005,Trichloroéthylène (TCE),*
P23,01/12/2005,Tétrachloroéthylène (PCE),*
P23,01/12/2005,TCE+PCE,*
P23,01/07/2005,Chlorure de vinyle,"< 0,5"
P23,01/07/2005,"1,1-dichloroéthylène",
P23,01/07/2005,Dichlorométhane,"< 0,5"
P23,01/07/2005,"Cis-1,2 Dichloroéthylène*",210
P23,01/07/2005,Chloroforme,"< 0,5"
P23,01/07/2005,"1,1,1, Trichloroéthane",15
P23,01/07/2005,"1,1-dichloroéthane",
P23,01/07/2005,"Trans-1,2 Dichloroéthylène*",
P23,01/07/2005,"1,2-dichloroéthane",
P23,01/07/2005,"1,1,2, Trichloroéthane",
P23,01/07/2005,Bromochlorométhane,
P23,01/07/2005,Dibromométhane,
P23,01/07/2005,Bromodichlorométhane,
P23,01/07/2005,Dibromochlorométhane,
P23,01/07/2005,"1,2-dibromoéthane",
P23,01/07/2005,Bromoforme,
P23,01/07/2005,Tétrachlorure de carbone,"< 0,5"
P23,01/07/2005,Trichloroéthylène (TCE),670
P23,01/07/2005,Tétrachloroéthylène (PCE),9.7
P23,01/07/2005,TCE+PCE,679.7
P23,01/12/2004,Chlorure de vinyle,"< 0,5"
P23,01/12/2004,"1,1-dichloroéthylène",
P23,01/12/2004,Dichlorométhane,"< 0,5"
P23,01/12/2004,"Cis-1,2 Dichloroéthylène*",230
P23,01/12/2004,Chloroforme,"< 0,5"
P23,01/12/2004,"1,1,1, Trichloroéthane",19
P23,01/12/2004,"1,1-dichloroéthane",
P23,01/12/2004,"Trans-1,2 Dichloroéthylène*",
P23,01/12/2004,"1,2-dichloroéthane",
P23,01/12/2004,"1,1,2, Trichloroéthane",
P23,01/12/2004,Bromochlorométhane,
P23,01/12/2004,Dibromométhane,
P23,01/12/2004,Bromodichlorométhane,
P23,01/12/2004,Dibromochlorométhane,
P23,01/12/2004,"1,2-dibromoéthane",
P23,01/12/2004,Bromoforme,
P23,01/12/2004,Tétrachlorure de carbone,"< 0,5"
P23,01/12/2004,Trichloroéthylène (TCE),960
P23,01/12/2004,Tétrachloroéthylène (PCE),9.6
P23,01/12/2004,TCE+PCE,969.6
P33,01/11/2012,Chlorure de vinyle,<1
P33,01/11/2012,"1,1-dichloroéthylène",<1
P33,01/11/2012,Dichlorométhane,"<0,5"
P33,01/11/2012,"Cis-1,2 Dichloroéthylène*",51
P33,01/11/2012,Chloroforme,0.33
P33,01/11/2012,"1,1,1, Trichloroéthane",<1
P33,01/11/2012,"1,1-dichloroéthane",0.63
P33,01/11/2012,"Trans-1,2 Dichloroéthylène*",3.6
P33,01/11/2012,"1,2-dichloroéthane","<0,1"
P33,01/11/2012,"1,1,2, Trichloroéthane",
P33,01/11/2012,Bromochlorométhane,
P33,01/11/2012,Dibromométhane,
P33,01/11/2012,Bromodichlorométhane,
P33,01/11/2012,Dibromochlorométhane,
P33,01/11/2012,"1,2-dibromoéthane",
P33,01/11/2012,Bromoforme,
P33,01/11/2012,Tétrachlorure de carbone,"<0,1"
P33,01/11/2012,Trichloroéthylène (TCE),83
P33,01/11/2012,Tétrachloroéthylène (PCE),0.63
P33,01/11/2012,TCE+PCE,83.63
P33,01/05/2012,Chlorure de vinyle,"<0,1"
P33,01/05/2012,"1,1-dichloroéthylène",1.3
P33,01/05/2012,Dichlorométhane,"<0,5"
P33,01/05/2012,"Cis-1,2 Dichloroéthylène*",43
P33,01/05/2012,Chloroforme,"<0,1"
P33,01/05/2012,"1,1,1, Trichloroéthane","<0,1"
P33,01/05/2012,"1,1-dichloroéthane","<0,1"
P33,01/05/2012,"Trans-1,2 Dichloroéthylène*","<0,1"
P33,01/05/2012,"1,2-dichloroéthane","<0,1"
P33,01/05/2012,"1,1,2, Trichloroéthane",
P33,01/05/2012,Bromochlorométhane,
P33,01/05/2012,Dibromométhane,
P33,01/05/2012,Bromodichlorométhane,
P33,01/05/2012,Dibromochlorométhane,
P33,01/05/2012,"1,2-dibromoéthane",
P33,01/05/2012,Bromoforme,
P33,01/05/2012,Tétrachlorure de carbone,"<0,1"
P33,01/05/2012,Trichloroéthylène (TCE),120
P33,01/05/2012,Tétrachloroéthylène (PCE),"<0,1"
P33,01/05/2012,TCE+PCE,120
P33,28/10/2011,Chlorure de vinyle,"<0,5"
P33,28/10/2011,"1,1-dichloroéthylène",<2
P33,28/10/2011,Dichlorométhane,<5
P33,28/10/2011,"Cis-1,2 Dichloroéthylène*",55.6
P33,28/10/2011,Chloroforme,<2
P33,28/10/2011,"1,1,1, Trichloroéthane",<2
P33,28/10/2011,"1,1-dichloroéthane",<2
P33,28/10/2011,"Trans-1,2 Dichloroéthylène*",<2
P33,28/10/2011,"1,2-dichloroéthane",<1
P33,28/10/2011,"1,1,2, Trichloroéthane",<5
P33,28/10/2011,Bromochlorométhane,<5
P33,28/10/2011,Dibromométhane,<5
P33,28/10/2011,Bromodichlorométhane,<5
P33,28/10/2011,Dibromochlorométhane,<2
P33,28/10/2011,"1,2-dibromoéthane",<1
P33,28/10/2011,Bromoforme,<5
P33,28/10/2011,Tétrachlorure de carbone,<1
P33,28/10/2011,Trichloroéthylène (TCE),223
P33,28/10/2011,Tétrachloroéthylène (PCE),<1
P33,28/10/2011,TCE+PCE,223
P33,15/04/2011,Chlorure de vinyle,"<0,5"
P33,15/04/2011,"1,1-dichloroéthylène",<2
P33,15/04/2011,Dichlorométhane,<5
P33,15/04/2011,"Cis-1,2 Dichloroéthylène*",46.3
P33,15/04/2011,Chloroforme,<2
P33,15/04/2011,"1,1,1, Trichloroéthane",<2
P33,15/04/2011,"1,1-dichloroéthane",<2
P33,15/04/2011,"Trans-1,2 Dichloroéthylène*",<2
P33,15/04/2011,"1,2-dichloroéthane",<1
P33,15/04/2011,"1,1,2, Trichloroéthane",<5
P33,15/04/2011,Bromochlorométhane,<5
P33,15/04/2011,Dibromométhane,<5
P33,15/04/2011,Bromodichlorométhane,<5
P33,15/04/2011,Dibromochlorométhane,<2
P33,15/04/2011,"1,2-dibromoéthane",<1
P33,15/04/2011,Bromoforme,<5
P33,15/04/2011,Tétrachlorure de carbone,<1
P33,15/04/2011,Trichloroéthylène (TCE),91
P33,15/04/2011,Tétrachloroéthylène (PCE),<1
P33,15/04/2011,TCE+PCE,91
P33,28/10/2010,Chlorure de vinyle,"<0,5"
P33,28/10/2010,"1,1-dichloroéthylène",<2
P33,28/10/2010,Dichlorométhane,<5
P33,28/10/2010,"Cis-1,2 Dichloroéthylène*",51.8
P33,28/10/2010,Chloroforme,<2
P33,28/10/2010,"1,1,1, Trichloroéthane",<2
P33,28/10/2010,"1,1-dichloroéthane",<2
P33,28/10/2010,"Trans-1,2 Dichloroéthylène*",<2
P33,28/10/2010,"1,2-dichloroéthane",<1
P33,28/10/2010,"1,1,2, Trichloroéthane",<5
P33,28/10/2010,Bromochlorométhane,<5
P33,28/10/2010,Dibromométhane,<5
P33,28/10/2010,Bromodichlorométhane,<5
P33,28/10/2010,Dibromochlorométhane,<2
P33,28/10/2010,"1,2-dibromoéthane",<1
P33,28/10/2010,Bromoforme,<5
P33,28/10/2010,Tétrachlorure de carbone,<1
P33,28/10/2010,Trichloroéthylène (TCE),63.2
P33,28/10/2010,Tétrachloroéthylène (PCE),<1
P33,28/10/2010,TCE+PCE,63.2
P33,15/04/2010,Chlorure de vinyle,"<0,5"
P33,15/04/2010,"1,1-dichloroéthylène",<2
P33,15/04/2010,Dichlorométhane,<5
P33,15/04/2010,"Cis-1,2 Dichloroéthylène*",60.9
P33,15/04/2010,Chloroforme,<2
P33,15/04/2010,"1,1,1, Trichloroéthane",<2
P33,15/04/2010,"1,1-dichloroéthane",<2
P33,15/04/2010,"Trans-1,2 Dichloroéthylène*",<2
P33,15/04/2010,"1,2-dichloroéthane",<1
P33,15/04/2010,"1,1,2, Trichloroéthane",<5
P33,15/04/2010,Bromochlorométhane,<5
P33,15/04/2010,Dibromométhane,<5
P33,15/04/2010,Bromodichlorométhane,<5
P33,15/04/2010,Dibromochlorométhane,<2
P33,15/04/2010,"1,2-dibromoéthane",<1
P33,15/04/2010,Bromoforme,<5
P33,15/04/2010,Tétrachlorure de carbone,<1
P33,15/04/2010,Trichloroéthylène (TCE),38.7
P33,15/04/2010,Tétrachloroéthylène (PCE),<1
P33,15/04/2010,TCE+PCE,38.7
P33,28/10/2009,Chlorure de vinyle,"<0,5"
P33,28/10/2009,"1,1-dichloroéthylène",<2
P33,28/10/2009,Dichlorométhane,<5
P33,28/10/2009,"Cis-1,2 Dichloroéthylène*",51.3
P33,28/10/2009,Chloroforme,<2
P33,28/10/2009,"1,1,1, Trichloroéthane",<2
P33,28/10/2009,"1,1-dichloroéthane",<2
P33,28/10/2009,"Trans-1,2 Dichloroéthylène*",<2
P33,28/10/2009,"1,2-dichloroéthane",<1
P33,28/10/2009,"1,1,2, Trichloroéthane",<5
P33,28/10/2009,Bromochlorométhane,<5
P33,28/10/2009,Dibromométhane,<5
P33,28/10/2009,Bromodichlorométhane,<5
P33,28/10/2009,Dibromochlorométhane,<2
P33,28/10/2009,"1,2-dibromoéthane",<1
P33,28/10/2009,Bromoforme,<5
P33,28/10/2009,Tétrachlorure de carbone,<1
P33,28/10/2009,Trichloroéthylène (TCE),53.4
P33,28/10/2009,Tétrachloroéthylène (PCE),<1
P33,28/10/2009,TCE+PCE,53.4
P33,15/05/2009,Chlorure de vinyle,"<0,5"
P33,15/05/2009,"1,1-dichloroéthylène",<2
P33,15/05/2009,Dichlorométhane,<5
P33,15/05/2009,"Cis-1,2 Dichloroéthylène*",60.7
P33,15/05/2009,Chloroforme,<2
P33,15/05/2009,"1,1,1, Trichloroéthane",<2
P33,15/05/2009,"1,1-dichloroéthane",<2
P33,15/05/2009,"Trans-1,2 Dichloroéthylène*",<2
P33,15/05/2009,"1,2-dichloroéthane",<1
P33,15/05/2009,"1,1,2, Trichloroéthane",<5
P33,15/05/2009,Bromochlorométhane,<5
P33,15/05/2009,Dibromométhane,<5
P33,15/05/2009,Bromodichlorométhane,<5
P33,15/05/2009,Dibromochlorométhane,<2
P33,15/05/2009,"1,2-dibromoéthane",<1
P33,15/05/2009,Bromoforme,<5
P33,15/05/2009,Tétrachlorure de carbone,<1
P33,15/05/2009,Trichloroéthylène (TCE),47.3
P33,15/05/2009,Tétrachloroéthylène (PCE),<1
P33,15/05/2009,TCE+PCE,47.3
P33,13/10/2008,Chlorure de vinyle,"<0,5"
P33,13/10/2008,"1,1-dichloroéthylène",<2
P33,13/10/2008,Dichlorométhane,<5
P33,13/10/2008,"Cis-1,2 Dichloroéthylène*",62.9
P33,13/10/2008,Chloroforme,<2
P33,13/10/2008,"1,1,1, Trichloroéthane",<2
P33,13/10/2008,"1,1-dichloroéthane",<2
P33,13/10/2008,"Trans-1,2 Dichloroéthylène*",<2
P33,13/10/2008,"1,2-dichloroéthane",<1
P33,13/10/2008,"1,1,2, Trichloroéthane",<5
P33,13/10/2008,Bromochlorométhane,<5
P33,13/10/2008,Dibromométhane,<5
P33,13/10/2008,Bromodichlorométhane,<5
P33,13/10/2008,Dibromochlorométhane,<2
P33,13/10/2008,"1,2-dibromoéthane",<1
P33,13/10/2008,Bromoforme,<5
P33,13/10/2008,Tétrachlorure de carbone,<1
P33,13/10/2008,Trichloroéthylène (TCE),51.9
P33,13/10/2008,Tétrachloroéthylène (PCE),9.1
P33,13/10/2008,TCE+PCE,61
P33,01/04/2008,Chlorure de vinyle,"<0,5"
P33,01/04/2008,"1,1-dichloroéthylène",<2
P33,01/04/2008,Dichlorométhane,<5
P33,01/04/2008,"Cis-1,2 Dichloroéthylène*",66.5
P33,01/04/2008,Chloroforme,<2
P33,01/04/2008,"1,1,1, Trichloroéthane",<2
P33,01/04/2008,"1,1-dichloroéthane",3.5
P33,01/04/2008,"Trans-1,2 Dichloroéthylène*",<2
P33,01/04/2008,"1,2-dichloroéthane",<1
P33,01/04/2008,"1,1,2, Trichloroéthane",<5
P33,01/04/2008,Bromochlorométhane,<5
P33,01/04/2008,Dibromométhane,<5
P33,01/04/2008,Bromodichlorométhane,<5
P33,01/04/2008,Dibromochlorométhane,<2
P33,01/04/2008,"1,2-dibromoéthane",<1
P33,01/04/2008,Bromoforme,<5
P33,01/04/2008,Tétrachlorure de carbone,<1
P33,01/04/2008,Trichloroéthylène (TCE),93.6
P33,01/04/2008,Tétrachloroéthylène (PCE),3.5
P33,01/04/2008,TCE+PCE,97.1
P33,01/07/2007,Chlorure de vinyle,"<0,5"
P33,01/07/2007,"1,1-dichloroéthylène","<0,5"
P33,01/07/2007,Dichlorométhane,"<0,5"
P33,01/07/2007,"Cis-1,2 Dichloroéthylène*",39
P33,01/07/2007,Chloroforme,"<0,5"
P33,01/07/2007,"1,1,1, Trichloroéthane","<0,5"
P33,01/07/2007,"1,1-dichloroéthane",
P33,01/07/2007,"Trans-1,2 Dichloroéthylène*",
P33,01/07/2007,"1,2-dichloroéthane",
P33,01/07/2007,"1,1,2, Trichloroéthane",
P33,01/07/2007,Bromochlorométhane,
P33,01/07/2007,Dibromométhane,
P33,01/07/2007,Bromodichlorométhane,
P33,01/07/2007,Dibromochlorométhane,
P33,01/07/2007,"1,2-dibromoéthane",
P33,01/07/2007,Bromoforme,
P33,01/07/2007,Tétrachlorure de carbone,"<0,5"
P33,01/07/2007,Trichloroéthylène (TCE),44
P33,01/07/2007,Tétrachloroéthylène (PCE),"<0,5"
P33,01/07/2007,TCE+PCE,44
P33,01/12/2006,Chlorure de vinyle,
P33,01/12/2006,"1,1-dichloroéthylène",
P33,01/12/2006,Dichlorométhane,
P33,01/12/2006,"Cis-1,2 Dichloroéthylène*",
P33,01/12/2006,Chloroforme,
P33,01/12/2006,"1,1,1, Trichloroéthane",
P33,01/12/2006,"1,1-dichloroéthane",
P33,01/12/2006,"Trans-1,2 Dichloroéthylène*",
P33,01/12/2006,"1,2-dichloroéthane",
P33,01/12/2006,"1,1,2, Trichloroéthane",
P33,01/12/2006,Bromochlorométhane,
P33,01/12/2006,Dibromométhane,
P33,01/12/2006,Bromodichlorométhane,
P33,01/12/2006,Dibromochlorométhane,
P33,01/12/2006,"1,2-dibromoéthane",
P33,01/12/2006,Bromoforme,
P33,01/12/2006,Tétrachlorure de carbone,
P33,01/12/2006,Trichloroéthylène (TCE),
P33,01/12/2006,Tétrachloroéthylène (PCE),
P33,01/12/2006,TCE+PCE,
P33,01/06/2006,Chlorure de vinyle,"<0,5"
P33,01/06/2006,"1,1-dichloroéthylène",
P33,01/06/2006,Dichlorométhane,"<0,5"
P33,01/06/2006,"Cis-1,2 Dichloroéthylène*",15
P33,01/06/2006,Chloroforme,"<0,5"
P33,01/06/2006,"1,1,1, Trichloroéthane","<0,5"
P33,01/06/2006,"1,1-dichloroéthane",
P33,01/06/2006,"Trans-1,2 Dichloroéthylène*",
P33,01/06/2006,"1,2-dichloroéthane",
P33,01/06/2006,"1,1,2, Trichloroéthane",
P33,01/06/2006,Bromochlorométhane,
P33,01/06/2006,Dibromométhane,
P33,01/06/2006,Bromodichlorométhane,
P33,01/06/2006,Dibromochlorométhane,
P33,01/06/2006,"1,2-dibromoéthane",
P33,01/06/2006,Bromoforme,
P33,01/06/2006,Tétrachlorure de carbone,"<0,5"
P33,01/06/2006,Trichloroéthylène (TCE),14
P33,01/06/2006,Tétrachloroéthylène (PCE),"<0,5"
P33,01/06/2006,TCE+PCE,14
P33,01/12/2005,Chlorure de vinyle,"< 0,5"
P33,01/12/2005,"1,1-dichloroéthylène",
P33,01/12/2005,Dichlorométhane,"< 0,5"
P33,01/12/2005,"Cis-1,2 Dichloroéthylène*",46
