WellName,SampleDate,Variable,Result,Unit
P23,28/10/2010,Tetrachloroethylene (PCE),7.2,ug/l
P23,28/10/2010,TCE+PCE,62.7,ug/l
P23,15/04/2010,Chlorure de vinyle,0.5,ug/l
P23,15/04/2010,"1,1-dichloroethylene",2,ug/l
P23,15/04/2010,Dichloromethane,5,ug/l
P23,15/04/2010,"Cis-1,2 Dichloroethylene",25.3,ug/l
P23,15/04/2010,Chloroforme,2,ug/l
P23,15/04/2010,"1,1,1, Trichloroethane",4.9,ug/l
P23,15/04/2010,"1,1-dichloroethane",2,ug/l
P23,15/04/2010,"Trans-1,2 Dichloroethylene",2,ug/l
P23,15/04/2010,"1,2-dichloroethane",1,ug/l
P23,15/04/2010,"1,1,2, Trichloroethane",5,ug/l
P23,15/04/2010,Bromochloromethane,5,ug/l
P23,15/04/2010,Dibromomethane,5,ug/l
P23,15/04/2010,Bromodichloromethane,5,ug/l
P23,15/04/2010,Dibromochloromethane,2,ug/l
P23,15/04/2010,"1,2-dibromoethane",1,ug/l
P23,15/04/2010,Bromoforme,5,ug/l
P23,15/04/2010,Tetrachlorure de carbone,1,ug/l
P23,15/04/2010,Trichloroethylene (TCE),61.8,ug/l
P23,15/04/2010,Tetrachloroethylene (PCE),6.6,ug/l
P23,15/04/2010,TCE+PCE,68.4,ug/l
P23,28/10/2009,Chlorure de vinyle,0.5,ug/l
P23,28/10/2009,"1,1-dichloroethylene",2,ug/l
P23,28/10/2009,Dichloromethane,5,ug/l
P23,28/10/2009,"Cis-1,2 Dichloroethylene",17.9,ug/l
P23,28/10/2009,Chloroforme,2,ug/l
P23,28/10/2009,"1,1,1, Trichloroethane",2.9,ug/l
P23,28/10/2009,"1,1-dichloroethane",2,ug/l
P23,28/10/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P23,28/10/2009,"1,2-dichloroethane",1,ug/l
P23,28/10/2009,"1,1,2, Trichloroethane",5,ug/l
P23,28/10/2009,Bromochloromethane,5,ug/l
P23,28/10/2009,Dibromomethane,5,ug/l
P23,28/10/2009,Bromodichloromethane,5,ug/l
P23,28/10/2009,Dibromochloromethane,2,ug/l
P23,28/10/2009,"1,2-dibromoethane",1,ug/l
P23,28/10/2009,Bromoforme,5,ug/l
P23,28/10/2009,Tetrachlorure de carbone,1,ug/l
P23,28/10/2009,Trichloroethylene (TCE),58.2,ug/l
P23,28/10/2009,Tetrachloroethylene (PCE),5.4,ug/l
P23,28/10/2009,TCE+PCE,63.6,ug/l
P23,15/05/2009,Chlorure de vinyle,0.5,ug/l
P23,15/05/2009,"1,1-dichloroethylene",2,ug/l
P23,15/05/2009,Dichloromethane,5,ug/l
P23,15/05/2009,"Cis-1,2 Dichloroethylene",28.9,ug/l
P23,15/05/2009,Chloroforme,2,ug/l
P23,15/05/2009,"1,1,1, Trichloroethane",2,ug/l
P23,15/05/2009,"1,1-dichloroethane",2,ug/l
P23,15/05/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P23,15/05/2009,"1,2-dichloroethane",1,ug/l
P23,15/05/2009,"1,1,2, Trichloroethane",5,ug/l
P23,15/05/2009,Bromochloromethane,5,ug/l
P23,15/05/2009,Dibromomethane,5,ug/l
P23,15/05/2009,Bromodichloromethane,5,ug/l
P23,15/05/2009,Dibromochloromethane,2,ug/l
P23,15/05/2009,"1,2-dibromoethane",1,ug/l
P23,15/05/2009,Bromoforme,5,ug/l
P23,15/05/2009,Tetrachlorure de carbone,1,ug/l
P23,15/05/2009,Trichloroethylene (TCE),104,ug/l
P23,15/05/2009,Tetrachloroethylene (PCE),7,ug/l
P23,15/05/2009,TCE+PCE,111,ug/l
P23,13/10/2008,Chlorure de vinyle,0.5,ug/l
P23,13/10/2008,"1,1-dichloroethylene",2,ug/l
P23,13/10/2008,Dichloromethane,5,ug/l
P23,13/10/2008,"Cis-1,2 Dichloroethylene",121,ug/l
P23,13/10/2008,Chloroforme,2,ug/l
P23,13/10/2008,"1,1,1, Trichloroethane",10.3,ug/l
P23,13/10/2008,"1,1-dichloroethane",2,ug/l
P23,13/10/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P23,13/10/2008,"1,2-dichloroethane",1,ug/l
P23,13/10/2008,"1,1,2, Trichloroethane",5,ug/l
P23,13/10/2008,Bromochloromethane,5,ug/l
P23,13/10/2008,Dibromomethane,5,ug/l
P23,13/10/2008,Bromodichloromethane,5,ug/l
P23,13/10/2008,Dibromochloromethane,2,ug/l
P23,13/10/2008,"1,2-dibromoethane",1,ug/l
P23,13/10/2008,Bromoforme,5,ug/l
P23,13/10/2008,Tetrachlorure de carbone,1,ug/l
P23,13/10/2008,Trichloroethylene (TCE),102,ug/l
P23,13/10/2008,Tetrachloroethylene (PCE),25.8,ug/l
P23,13/10/2008,TCE+PCE,127.8,ug/l
P23,04/01/2008,Chlorure de vinyle,0.5,ug/l
P23,04/01/2008,"1,1-dichloroethylene",2,ug/l
P23,04/01/2008,Dichloromethane,5,ug/l
P23,04/01/2008,"Cis-1,2 Dichloroethylene",131,ug/l
P23,04/01/2008,Chloroforme,2,ug/l
P23,04/01/2008,"1,1,1, Trichloroethane",5.2,ug/l
P23,04/01/2008,"1,1-dichloroethane",2,ug/l
P23,04/01/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P23,04/01/2008,"1,2-dichloroethane",1,ug/l
P23,04/01/2008,"1,1,2, Trichloroethane",5,ug/l
P23,04/01/2008,Bromochloromethane,5,ug/l
P23,04/01/2008,Dibromomethane,5,ug/l
P23,04/01/2008,Bromodichloromethane,5,ug/l
P23,04/01/2008,Dibromochloromethane,2,ug/l
P23,04/01/2008,"1,2-dibromoethane",1,ug/l
P23,04/01/2008,Bromoforme,5,ug/l
P23,04/01/2008,Tetrachlorure de carbone,1,ug/l
P23,04/01/2008,Trichloroethylene (TCE),235,ug/l
P23,04/01/2008,Tetrachloroethylene (PCE),12.1,ug/l
P23,04/01/2008,TCE+PCE,247.1,ug/l
P23,07/01/2007,Chlorure de vinyle,0.5,ug/l
P23,07/01/2007,"1,1-dichloroethylene",0.5,ug/l
P23,07/01/2007,Dichloromethane,0.5,ug/l
P23,07/01/2007,"Cis-1,2 Dichloroethylene",110,ug/l
P23,07/01/2007,Chloroforme,0.5,ug/l
P23,07/01/2007,"1,1,1, Trichloroethane",2.4,ug/l
P23,07/01/2007,Tetrachlorure de carbone,0.5,ug/l
P23,07/01/2007,Trichloroethylene (TCE),290,ug/l
P23,07/01/2007,Tetrachloroethylene (PCE),4.9,ug/l
P23,07/01/2007,TCE+PCE,294.9,ug/l
P23,12/01/2006,Chlorure de vinyle,0.5,ug/l
P23,12/01/2006,Dichloromethane,1,ug/l
P23,12/01/2006,"Cis-1,2 Dichloroethylene",280,ug/l
P23,12/01/2006,Chloroforme,0.5,ug/l
P23,12/01/2006,"1,1,1, Trichloroethane",7.8,ug/l
P23,12/01/2006,Tetrachlorure de carbone,0.5,ug/l
P23,12/01/2006,Trichloroethylene (TCE),570,ug/l
P23,12/01/2006,Tetrachloroethylene (PCE),6.1,ug/l
P23,12/01/2006,TCE+PCE,576.1,ug/l
P23,06/01/2006,Chlorure de vinyle,0.5,ug/l
P23,06/01/2006,Dichloromethane,0.5,ug/l
P23,06/01/2006,"Cis-1,2 Dichloroethylene",120,ug/l
P23,06/01/2006,Chloroforme,0.5,ug/l
P23,06/01/2006,"1,1,1, Trichloroethane",8.1,ug/l
P23,06/01/2006,Tetrachlorure de carbone,0.5,ug/l
P23,06/01/2006,Trichloroethylene (TCE),330,ug/l
P23,06/01/2006,Tetrachloroethylene (PCE),6.6,ug/l
P23,06/01/2006,TCE+PCE,336.6,ug/l
P23,07/01/2005,Chlorure de vinyle,0.5,ug/l
P23,07/01/2005,Dichloromethane,0.5,ug/l
P23,07/01/2005,"Cis-1,2 Dichloroethylene",210,ug/l
P23,07/01/2005,Chloroforme,0.5,ug/l
P23,07/01/2005,"1,1,1, Trichloroethane",15,ug/l
P23,07/01/2005,Tetrachlorure de carbone,0.5,ug/l
P23,07/01/2005,Trichloroethylene (TCE),670,ug/l
P23,07/01/2005,Tetrachloroethylene (PCE),9.7,ug/l
P23,07/01/2005,TCE+PCE,679.7,ug/l
P23,12/01/2004,Chlorure de vinyle,0.5,ug/l
P23,12/01/2004,Dichloromethane,0.5,ug/l
P23,12/01/2004,"Cis-1,2 Dichloroethylene",230,ug/l
P23,12/01/2004,Chloroforme,0.5,ug/l
P23,12/01/2004,"1,1,1, Trichloroethane",19,ug/l
P23,12/01/2004,Tetrachlorure de carbone,0.5,ug/l
P23,12/01/2004,Trichloroethylene (TCE),960,ug/l
P23,12/01/2004,Tetrachloroethylene (PCE),9.6,ug/l
P23,12/01/2004,TCE+PCE,969.6,ug/l
P33,11/01/2012,Chlorure de vinyle,1,ug/l
P33,11/01/2012,"1,1-dichloroethylene",1,ug/l
P33,11/01/2012,Dichloromethane,0.5,ug/l
P33,11/01/2012,"Cis-1,2 Dichloroethylene",51,ug/l
P33,11/01/2012,Chloroforme,0.33,ug/l
P33,11/01/2012,"1,1,1, Trichloroethane",1,ug/l
P33,11/01/2012,"1,1-dichloroethane",0.63,ug/l
P33,11/01/2012,"Trans-1,2 Dichloroethylene",3.6,ug/l
P33,11/01/2012,"1,2-dichloroethane",0.1,ug/l
P33,11/01/2012,Tetrachlorure de carbone,0.1,ug/l
P33,11/01/2012,Trichloroethylene (TCE),83,ug/l
P33,11/01/2012,Tetrachloroethylene (PCE),0.63,ug/l
P33,11/01/2012,TCE+PCE,83.63,ug/l
P33,05/01/2012,Chlorure de vinyle,0.1,ug/l
P33,05/01/2012,"1,1-dichloroethylene",1.3,ug/l
P33,05/01/2012,Dichloromethane,0.5,ug/l
P33,05/01/2012,"Cis-1,2 Dichloroethylene",43,ug/l
P33,05/01/2012,Chloroforme,0.1,ug/l
P33,05/01/2012,"1,1,1, Trichloroethane",0.1,ug/l
P33,05/01/2012,"1,1-dichloroethane",0.1,ug/l
P33,05/01/2012,"Trans-1,2 Dichloroethylene",0.1,ug/l
P33,05/01/2012,"1,2-dichloroethane",0.1,ug/l
P33,05/01/2012,Tetrachlorure de carbone,0.1,ug/l
P33,05/01/2012,Trichloroethylene (TCE),120,ug/l
P33,05/01/2012,Tetrachloroethylene (PCE),0.1,ug/l
P33,05/01/2012,TCE+PCE,120,ug/l
P33,28/10/2011,Chlorure de vinyle,0.5,ug/l
P33,28/10/2011,"1,1-dichloroethylene",2,ug/l
P33,28/10/2011,Dichloromethane,5,ug/l
P33,28/10/2011,"Cis-1,2 Dichloroethylene",55.6,ug/l
P33,28/10/2011,Chloroforme,2,ug/l
P33,28/10/2011,"1,1,1, Trichloroethane",2,ug/l
P33,28/10/2011,"1,1-dichloroethane",2,ug/l
P33,28/10/2011,"Trans-1,2 Dichloroethylene",2,ug/l
P33,28/10/2011,"1,2-dichloroethane",1,ug/l
P33,28/10/2011,"1,1,2, Trichloroethane",5,ug/l
P33,28/10/2011,Bromochloromethane,5,ug/l
P33,28/10/2011,Dibromomethane,5,ug/l
P33,28/10/2011,Bromodichloromethane,5,ug/l
P33,28/10/2011,Dibromochloromethane,2,ug/l
P33,28/10/2011,"1,2-dibromoethane",1,ug/l
P33,28/10/2011,Bromoforme,5,ug/l
P33,28/10/2011,Tetrachlorure de carbone,1,ug/l
P33,28/10/2011,Trichloroethylene (TCE),223,ug/l
P33,28/10/2011,Tetrachloroethylene (PCE),1,ug/l
P33,28/10/2011,TCE+PCE,223,ug/l
P33,15/04/2011,Chlorure de vinyle,0.5,ug/l
P33,15/04/2011,"1,1-dichloroethylene",2,ug/l
P33,15/04/2011,Dichloromethane,5,ug/l
P33,15/04/2011,"Cis-1,2 Dichloroethylene",46.3,ug/l
P33,15/04/2011,Chloroforme,2,ug/l
P33,15/04/2011,"1,1,1, Trichloroethane",2,ug/l
P33,15/04/2011,"1,1-dichloroethane",2,ug/l
P33,15/04/2011,"Trans-1,2 Dichloroethylene",2,ug/l
P33,15/04/2011,"1,2-dichloroethane",1,ug/l
P33,15/04/2011,"1,1,2, Trichloroethane",5,ug/l
P33,15/04/2011,Bromochloromethane,5,ug/l
P33,15/04/2011,Dibromomethane,5,ug/l
P33,15/04/2011,Bromodichloromethane,5,ug/l
P33,15/04/2011,Dibromochloromethane,2,ug/l
P33,15/04/2011,"1,2-dibromoethane",1,ug/l
P33,15/04/2011,Bromoforme,5,ug/l
P33,15/04/2011,Tetrachlorure de carbone,1,ug/l
P33,15/04/2011,Trichloroethylene (TCE),91,ug/l
P33,15/04/2011,Tetrachloroethylene (PCE),1,ug/l
P33,15/04/2011,TCE+PCE,91,ug/l
P33,28/10/2010,Chlorure de vinyle,0.5,ug/l
P33,28/10/2010,"1,1-dichloroethylene",2,ug/l
P33,28/10/2010,Dichloromethane,5,ug/l
P33,28/10/2010,"Cis-1,2 Dichloroethylene",51.8,ug/l
P33,28/10/2010,Chloroforme,2,ug/l
P33,28/10/2010,"1,1,1, Trichloroethane",2,ug/l
P33,28/10/2010,"1,1-dichloroethane",2,ug/l
P33,28/10/2010,"Trans-1,2 Dichloroethylene",2,ug/l
P33,28/10/2010,"1,2-dichloroethane",1,ug/l
P33,28/10/2010,"1,1,2, Trichloroethane",5,ug/l
P33,28/10/2010,Bromochloromethane,5,ug/l
P33,28/10/2010,Dibromomethane,5,ug/l
P33,28/10/2010,Bromodichloromethane,5,ug/l
P33,28/10/2010,Dibromochloromethane,2,ug/l
P33,28/10/2010,"1,2-dibromoethane",1,ug/l
P33,28/10/2010,Bromoforme,5,ug/l
P33,28/10/2010,Tetrachlorure de carbone,1,ug/l
P33,28/10/2010,Trichloroethylene (TCE),63.2,ug/l
P33,28/10/2010,Tetrachloroethylene (PCE),1,ug/l
P33,28/10/2010,TCE+PCE,63.2,ug/l
P33,15/04/2010,Chlorure de vinyle,0.5,ug/l
P33,15/04/2010,"1,1-dichloroethylene",2,ug/l
P33,15/04/2010,Dichloromethane,5,ug/l
P33,15/04/2010,"Cis-1,2 Dichloroethylene",60.9,ug/l
P33,15/04/2010,Chloroforme,2,ug/l
P33,15/04/2010,"1,1,1, Trichloroethane",2,ug/l
P33,15/04/2010,"1,1-dichloroethane",2,ug/l
P33,15/04/2010,"Trans-1,2 Dichloroethylene",2,ug/l
P33,15/04/2010,"1,2-dichloroethane",1,ug/l
P33,15/04/2010,"1,1,2, Trichloroethane",5,ug/l
P33,15/04/2010,Bromochloromethane,5,ug/l
P33,15/04/2010,Dibromomethane,5,ug/l
P33,15/04/2010,Bromodichloromethane,5,ug/l
P33,15/04/2010,Dibromochloromethane,2,ug/l
P33,15/04/2010,"1,2-dibromoethane",1,ug/l
P33,15/04/2010,Bromoforme,5,ug/l
P33,15/04/2010,Tetrachlorure de carbone,1,ug/l
P33,15/04/2010,Trichloroethylene (TCE),38.7,ug/l
P33,15/04/2010,Tetrachloroethylene (PCE),1,ug/l
P33,15/04/2010,TCE+PCE,38.7,ug/l
P33,28/10/2009,Chlorure de vinyle,0.5,ug/l
P33,28/10/2009,"1,1-dichloroethylene",2,ug/l
P33,28/10/2009,Dichloromethane,5,ug/l
P33,28/10/2009,"Cis-1,2 Dichloroethylene",51.3,ug/l
P33,28/10/2009,Chloroforme,2,ug/l
P33,28/10/2009,"1,1,1, Trichloroethane",2,ug/l
P33,28/10/2009,"1,1-dichloroethane",2,ug/l
P33,28/10/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P33,28/10/2009,"1,2-dichloroethane",1,ug/l
P33,28/10/2009,"1,1,2, Trichloroethane",5,ug/l
P33,28/10/2009,Bromochloromethane,5,ug/l
P33,28/10/2009,Dibromomethane,5,ug/l
P33,28/10/2009,Bromodichloromethane,5,ug/l
P33,28/10/2009,Dibromochloromethane,2,ug/l
P33,28/10/2009,"1,2-dibromoethane",1,ug/l
P33,28/10/2009,Bromoforme,5,ug/l
P33,28/10/2009,Tetrachlorure de carbone,1,ug/l
P33,28/10/2009,Trichloroethylene (TCE),53.4,ug/l
P33,28/10/2009,Tetrachloroethylene (PCE),1,ug/l
P33,28/10/2009,TCE+PCE,53.4,ug/l
P33,15/05/2009,Chlorure de vinyle,0.5,ug/l
P33,15/05/2009,"1,1-dichloroethylene",2,ug/l
P33,15/05/2009,Dichloromethane,5,ug/l
P33,15/05/2009,"Cis-1,2 Dichloroethylene",60.7,ug/l
P33,15/05/2009,Chloroforme,2,ug/l
P33,15/05/2009,"1,1,1, Trichloroethane",2,ug/l
P33,15/05/2009,"1,1-dichloroethane",2,ug/l
P33,15/05/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P33,15/05/2009,"1,2-dichloroethane",1,ug/l
P33,15/05/2009,"1,1,2, Trichloroethane",5,ug/l
P33,15/05/2009,Bromochloromethane,5,ug/l
P33,15/05/2009,Dibromomethane,5,ug/l
P33,15/05/2009,Bromodichloromethane,5,ug/l
P33,15/05/2009,Dibromochloromethane,2,ug/l
P33,15/05/2009,"1,2-dibromoethane",1,ug/l
P33,15/05/2009,Bromoforme,5,ug/l
P33,15/05/2009,Tetrachlorure de carbone,1,ug/l
P33,15/05/2009,Trichloroethylene (TCE),47.3,ug/l
P33,15/05/2009,Tetrachloroethylene (PCE),1,ug/l
P33,15/05/2009,TCE+PCE,47.3,ug/l
P33,13/10/2008,Chlorure de vinyle,0.5,ug/l
P33,13/10/2008,"1,1-dichloroethylene",2,ug/l
P33,13/10/2008,Dichloromethane,5,ug/l
P33,13/10/2008,"Cis-1,2 Dichloroethylene",62.9,ug/l
P33,13/10/2008,Chloroforme,2,ug/l
P33,13/10/2008,"1,1,1, Trichloroethane",2,ug/l
P33,13/10/2008,"1,1-dichloroethane",2,ug/l
P33,13/10/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P33,13/10/2008,"1,2-dichloroethane",1,ug/l
P33,13/10/2008,"1,1,2, Trichloroethane",5,ug/l
P33,13/10/2008,Bromochloromethane,5,ug/l
P33,13/10/2008,Dibromomethane,5,ug/l
P33,13/10/2008,Bromodichloromethane,5,ug/l
P33,13/10/2008,Dibromochloromethane,2,ug/l
P33,13/10/2008,"1,2-dibromoethane",1,ug/l
P33,13/10/2008,Bromoforme,5,ug/l
P33,13/10/2008,Tetrachlorure de carbone,1,ug/l
P33,13/10/2008,Trichloroethylene (TCE),51.9,ug/l
P33,13/10/2008,Tetrachloroethylene (PCE),9.1,ug/l
P33,13/10/2008,TCE+PCE,61,ug/l
P33,04/01/2008,Chlorure de vinyle,0.5,ug/l
P33,04/01/2008,"1,1-dichloroethylene",2,ug/l
P33,04/01/2008,Dichloromethane,5,ug/l
P33,04/01/2008,"Cis-1,2 Dichloroethylene",66.5,ug/l
P33,04/01/2008,Chloroforme,2,ug/l
P33,04/01/2008,"1,1,1, Trichloroethane",2,ug/l
P33,04/01/2008,"1,1-dichloroethane",3.5,ug/l
P33,04/01/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P33,04/01/2008,"1,2-dichloroethane",1,ug/l
P33,04/01/2008,"1,1,2, Trichloroethane",5,ug/l
P33,04/01/2008,Bromochloromethane,5,ug/l
P33,04/01/2008,Dibromomethane,5,ug/l
P33,04/01/2008,Bromodichloromethane,5,ug/l
P33,04/01/2008,Dibromochloromethane,2,ug/l
P33,04/01/2008,"1,2-dibromoethane",1,ug/l
P33,04/01/2008,Bromoforme,5,ug/l
P33,04/01/2008,Tetrachlorure de carbone,1,ug/l
P33,04/01/2008,Trichloroethylene (TCE),93.6,ug/l
P33,04/01/2008,Tetrachloroethylene (PCE),3.5,ug/l
P33,04/01/2008,TCE+PCE,97.1,ug/l
P33,07/01/2007,Chlorure de vinyle,0.5,ug/l
P33,07/01/2007,"1,1-dichloroethylene",0.5,ug/l
P33,07/01/2007,Dichloromethane,0.5,ug/l
P33,07/01/2007,"Cis-1,2 Dichloroethylene",39,ug/l
P33,07/01/2007,Chloroforme,0.5,ug/l
P33,07/01/2007,"1,1,1, Trichloroethane",0.5,ug/l
P33,07/01/2007,Tetrachlorure de carbone,0.5,ug/l
P33,07/01/2007,Trichloroethylene (TCE),44,ug/l
P33,07/01/2007,Tetrachloroethylene (PCE),0.5,ug/l
P33,07/01/2007,TCE+PCE,44,ug/l
P33,06/01/2006,Chlorure de vinyle,0.5,ug/l
P33,06/01/2006,Dichloromethane,0.5,ug/l
P33,06/01/2006,"Cis-1,2 Dichloroethylene",15,ug/l
P33,06/01/2006,Chloroforme,0.5,ug/l
P33,06/01/2006,"1,1,1, Trichloroethane",0.5,ug/l
P33,06/01/2006,Tetrachlorure de carbone,0.5,ug/l
P33,06/01/2006,Trichloroethylene (TCE),14,ug/l
P33,06/01/2006,Tetrachloroethylene (PCE),0.5,ug/l
P33,06/01/2006,TCE+PCE,14,ug/l
P33,12/01/2005,Chlorure de vinyle,0.5,ug/l
P33,12/01/2005,Dichloromethane,0.5,ug/l
P33,12/01/2005,"Cis-1,2 Dichloroethylene",46,ug/l
P33,12/01/2005,Chloroforme,0.6,ug/l
P33,12/01/2005,"1,1,1, Trichloroethane",0.5,ug/l
P33,12/01/2005,Tetrachlorure de carbone,0.5,ug/l
P33,12/01/2005,Trichloroethylene (TCE),150,ug/l
P33,12/01/2005,Tetrachloroethylene (PCE),1.2,ug/l
P33,12/01/2005,TCE+PCE,151.2,ug/l
P33,07/01/2005,Chlorure de vinyle,0.5,ug/l
P33,07/01/2005,Dichloromethane,0.5,ug/l
P33,07/01/2005,"Cis-1,2 Dichloroethylene",34,ug/l
P33,07/01/2005,Chloroforme,0.5,ug/l
P33,07/01/2005,"1,1,1, Trichloroethane",0.5,ug/l
P33,07/01/2005,Tetrachlorure de carbone,0.5,ug/l
P33,07/01/2005,Trichloroethylene (TCE),98,ug/l
P33,07/01/2005,Tetrachloroethylene (PCE),1.7,ug/l
P33,07/01/2005,TCE+PCE,99.7,ug/l
P33,12/01/2004,Chlorure de vinyle,0.5,ug/l
P33,12/01/2004,Dichloromethane,0.5,ug/l
P33,12/01/2004,"Cis-1,2 Dichloroethylene",24,ug/l
P33,12/01/2004,Chloroforme,0.6,ug/l
P33,12/01/2004,"1,1,1, Trichloroethane",0.5,ug/l
P33,12/01/2004,Tetrachlorure de carbone,0.5,ug/l
P33,12/01/2004,Trichloroethylene (TCE),210,ug/l
P33,12/01/2004,Tetrachloroethylene (PCE),2.3,ug/l
P33,12/01/2004,TCE+PCE,212.3,ug/l
P36,11/01/2012,Chlorure de vinyle,0.1,ug/l
P36,11/01/2012,"1,1-dichloroethylene",0.1,ug/l
P36,11/01/2012,Dichloromethane,0.5,ug/l
P36,11/01/2012,"Cis-1,2 Dichloroethylene",6.6,ug/l
P36,11/01/2012,Chloroforme,0.14,ug/l
P36,11/01/2012,"1,1,1, Trichloroethane",0.1,ug/l
P36,11/01/2012,"1,1-dichloroethane",0.19,ug/l
P36,11/01/2012,"Trans-1,2 Dichloroethylene",0.95,ug/l
P36,11/01/2012,"1,2-dichloroethane",0.1,ug/l
P36,11/01/2012,Tetrachlorure de carbone,0.1,ug/l
P36,11/01/2012,Trichloroethylene (TCE),0.8,ug/l
P36,11/01/2012,Tetrachloroethylene (PCE),0.25,ug/l
P36,11/01/2012,TCE+PCE,1.05,ug/l
P36,05/01/2012,Chlorure de vinyle,0.1,ug/l
P36,05/01/2012,"1,1-dichloroethylene",0.1,ug/l
P36,05/01/2012,Dichloromethane,0.5,ug/l
P36,05/01/2012,"Cis-1,2 Dichloroethylene",5.9,ug/l
P36,05/01/2012,Chloroforme,0.25,ug/l
P36,05/01/2012,"1,1,1, Trichloroethane",0.1,ug/l
P36,05/01/2012,"1,1-dichloroethane",0.16,ug/l
P36,05/01/2012,"Trans-1,2 Dichloroethylene",0.1,ug/l
P36,05/01/2012,"1,2-dichloroethane",0.1,ug/l
P36,05/01/2012,Tetrachlorure de carbone,0.1,ug/l
P36,05/01/2012,Trichloroethylene (TCE),2,ug/l
P36,05/01/2012,Tetrachloroethylene (PCE),0.14,ug/l
P36,05/01/2012,TCE+PCE,2.14,ug/l
P36,28/10/2011,Chlorure de vinyle,0.5,ug/l
P36,28/10/2011,"1,1-dichloroethylene",2,ug/l
P36,28/10/2011,Dichloromethane,5,ug/l
P36,28/10/2011,"Cis-1,2 Dichloroethylene",24.7,ug/l
P36,28/10/2011,Chloroforme,2,ug/l
P36,28/10/2011,"1,1,1, Trichloroethane",2,ug/l
P36,28/10/2011,"1,1-dichloroethane",2,ug/l
P36,28/10/2011,"Trans-1,2 Dichloroethylene",2,ug/l
P36,28/10/2011,"1,2-dichloroethane",1,ug/l
P36,28/10/2011,"1,1,2, Trichloroethane",5,ug/l
P36,28/10/2011,Bromochloromethane,5,ug/l
P36,28/10/2011,Dibromomethane,5,ug/l
P36,28/10/2011,Bromodichloromethane,5,ug/l
P36,28/10/2011,Dibromochloromethane,2,ug/l
P36,28/10/2011,"1,2-dibromoethane",1,ug/l
P36,28/10/2011,Bromoforme,5,ug/l
P36,28/10/2011,Tetrachlorure de carbone,1,ug/l
P36,28/10/2011,Trichloroethylene (TCE),21.2,ug/l
P36,28/10/2011,Tetrachloroethylene (PCE),1,ug/l
P36,28/10/2011,TCE+PCE,21.2,ug/l
P36,15/04/2011,Chlorure de vinyle,0.5,ug/l
P36,15/04/2011,"1,1-dichloroethylene",2,ug/l
P36,15/04/2011,Dichloromethane,5,ug/l
P36,15/04/2011,"Cis-1,2 Dichloroethylene",5.6,ug/l
P36,15/04/2011,Chloroforme,2,ug/l
P36,15/04/2011,"1,1,1, Trichloroethane",2,ug/l
P36,15/04/2011,"1,1-dichloroethane",2,ug/l
P36,15/04/2011,"Trans-1,2 Dichloroethylene",2,ug/l
P36,15/04/2011,"1,2-dichloroethane",1,ug/l
P36,15/04/2011,"1,1,2, Trichloroethane",5,ug/l
P36,15/04/2011,Bromochloromethane,5,ug/l
P36,15/04/2011,Dibromomethane,5,ug/l
P36,15/04/2011,Bromodichloromethane,5,ug/l
P36,15/04/2011,Dibromochloromethane,2,ug/l
P36,15/04/2011,"1,2-dibromoethane",1,ug/l
P36,15/04/2011,Bromoforme,5,ug/l
P36,15/04/2011,Tetrachlorure de carbone,1,ug/l
P36,15/04/2011,Trichloroethylene (TCE),2.9,ug/l
P36,15/04/2011,Tetrachloroethylene (PCE),1,ug/l
P36,15/04/2011,TCE+PCE,2.9,ug/l
P36,28/10/2010,Chlorure de vinyle,0.5,ug/l
P36,28/10/2010,"1,1-dichloroethylene",2,ug/l
P36,28/10/2010,Dichloromethane,6.3,ug/l
P36,28/10/2010,"Cis-1,2 Dichloroethylene",27.1,ug/l
P36,28/10/2010,Chloroforme,2,ug/l
P36,28/10/2010,"1,1,1, Trichloroethane",2,ug/l
P36,28/10/2010,"1,1-dichloroethane",2,ug/l
P36,28/10/2010,"Trans-1,2 Dichloroethylene",2,ug/l
P36,28/10/2010,"1,2-dichloroethane",1,ug/l
P36,28/10/2010,"1,1,2, Trichloroethane",5,ug/l
P36,28/10/2010,Bromochloromethane,5,ug/l
P36,28/10/2010,Dibromomethane,5,ug/l
P36,28/10/2010,Bromodichloromethane,5,ug/l
P36,28/10/2010,Dibromochloromethane,2,ug/l
P36,28/10/2010,"1,2-dibromoethane",1,ug/l
P36,28/10/2010,Bromoforme,5,ug/l
P36,28/10/2010,Tetrachlorure de carbone,1,ug/l
P36,28/10/2010,Trichloroethylene (TCE),45.1,ug/l
P36,28/10/2010,Tetrachloroethylene (PCE),1,ug/l
P36,28/10/2010,TCE+PCE,45.1,ug/l
P36,15/04/2010,Chlorure de vinyle,0.5,ug/l
P36,15/04/2010,"1,1-dichloroethylene",2,ug/l
P36,15/04/2010,Dichloromethane,5,ug/l
P36,15/04/2010,"Cis-1,2 Dichloroethylene",9.6,ug/l
P36,15/04/2010,Chloroforme,2,ug/l
P36,15/04/2010,"1,1,1, Trichloroethane",2,ug/l
